Category,Month,Registrations,Year
AARGEE ELECTRIC,OCT,1,2024
AARON INDUSTRIES,OCT,12,2024
A.B. AGRO ENGINEERING WORKS,OCT,0,2024
A.B. AGRO ENGINEERING WORKS&ENTERPRISESAP11815428,OCT,0,2024
ABZO MOTORS PVT LTD,OCT,7,2024
ACCPL INFRA FABTECH PVT LTD,OCT,1,2024
ACCRETION POWER AUTOS,OCT,48,2024
ACTION CONSTRUCTION EQUIPMENT LTD.,OCT,813,2024
A D AGRO WORKS,OCT,9,2024
ADAPT MOTORS PVT LTD,OCT,0,2024
ADICO ESCORTS AGRI EQUIPMENTS PVT. LTD.,OCT,83,2024
ADIDEV TECHNOA PVT LTD,OCT,125,2024
ADISHAKTI TRACTORS,OCT,0,2024
ADISHWAR AUTO RIDE INDIA PVT LTD,OCT,23,2024
ADITYA AGRO INDUSTRIES,OCT,10,2024
ADITYA SAI INDUSTRIES,OCT,12,2024
ADM TECHNOLOGIES PVT. LTD.,OCT,23,2024
ADRIS ELECTRIC PVT LTD,OCT,0,2024
AERODRIVE PVT LTD,OCT,0,2024
AEROEAGLE AUTOMOBILES PVT LTD,OCT,3,2024
AFKON AUTOMOTIVES PVT LTD,OCT,25,2024
AFTEK MOTORS INDIA PVT LTD,OCT,0,2024
"AFZAL ENGG WORKS,JUNAGARH",OCT,1,2024
AGP ENGINEERING PRODUCTS,OCT,0,2024
AGRAWAL RENEWABLE ENERGY PVT LTD,OCT,0,2024
AGRI KING TRACTORS & EQUIPMENTS PVT LTD,OCT,14,2024
AGRO INDUSTRIES,OCT,13,2024
AGRO TRAILERS AP312870751,OCT,0,2024
AHMED MOTORS,OCT,0,2024
AJANTA KRUSHI YANTRA,OCT,13,2024
AJAX ENGINEERING LTD,OCT,371,2024
AJAX FIORI ENGINEERING PVT LTD,OCT,1,2024
AJAY ENGG WORKS & EQUIP PLTD SAMBALPUR PARDHIAPALI,OCT,1,2024
AJAY ENGINEERING AND AGRICULTURAL EQUIPMENT CO.,OCT,2,2024
AJAY ENTERPRISES,OCT,0,2024
AJAY ENTERPRISES TRAILOR NABARANGPUR TOWN,OCT,1,2024
AJAY MOTORS PRIVATE LIMITED,OCT,26,2024
A.J ENTERPRISES,OCT,24,2024
AJIT ENGINEERING WORKS,OCT,0,2024
AKAL AGRO INDUSTRY,OCT,5,2024
AKASH TRAILOR,OCT,6,2024
AKG INTERNATIONAL,OCT,148,2024
A K GUPTA & CO.,OCT,63,2024
AKMAAN MULTI MECH MACHINES,OCT,0,2024
A K S ENG AGRO INDUSTRIES,OCT,1,2024
ALBEDO VISION PVT LTD,OCT,0,2024
ALIED E MOBILITY PVT LTD,OCT,12,2024
ALLENTTI MOTORS PVT LTD,OCT,26,2024
ALLFINE INDUSTRIES PVT LTD,OCT,711,2024
ALL TERRAIN CRANE,OCT,74,2024
ALPHA SERVICES,OCT,0,2024
ALTIER ELECTRIC VEHICLES PVT LTD,OCT,242,2024
ALTIGREEN PROPULSION LABS PVT LTD,OCT,49,2024
ALTIUS EV TECH PVT LTD,OCT,1,2024
ALTIUS TECHNOLOGIES,OCT,0,2024
ALVI AUTO,OCT,0,2024
AMAC INNOVATIVES,OCT,0,2024
AMAN AGRO INDUSTRIES,OCT,4,2024
AMAN AUTOMOBILES,OCT,0,2024
AMAN ELECTRIC VEHICLES,OCT,31,2024
AMAN ENTERPRISES BHPATNA,OCT,2,2024
AMAR ENGG. WORKS,OCT,1,2024
AMARJEET HARVESTER INDUSTRY,OCT,1,2024
AMBIKA ENTERPRISES,OCT,11,2024
AMBIKA INDUSTRIES,OCT,164,2024
AMIR KHAN SAIFI STEEL WORKS,OCT,2,2024
AMMANN APOLLO INDIA PVT LTD,OCT,28,2024
AMO MOBILITY SOLUTIONS PVT LTD,OCT,5,2024
AMPERE VEHICLES PRIVATE LIMITED,OCT,25,2024
AMRIT AGRO INDUSTRIES,OCT,0,2024
"AMRIT ENGG WORKS,DKL",OCT,0,2024
AMRIT ENGINEERING WORKS ANGUL HEMASURPADA,OCT,4,2024
AMW MOTORS LIMITED,OCT,0,2024
ANCHI MOTORCYCLE  (IMPORTER: ECOTRINITY AUTOMOBILE,OCT,1,2024
ANCHI MOTORCYCLE (IMPORTER: EVNEXUS PVT. LTD.),OCT,0,2024
ANCHI MOTORCYCLE(IMPORTER:GREEN FUEL ALTERNATIVES),OCT,0,2024
ANCHI MOTORCYCLE (IMPORTER: YED ELECTRIC),OCT,0,2024
ANGAD AGRO INDUSTRIES,OCT,0,2024
ANJALI AUTO COMPONENTS,OCT,5,2024
ANJALI TRADERS,OCT,4,2024
ANNAPURNA INDUSTRIES,OCT,9,2024
ANOOP CYLINDERS PVT LTD,OCT,0,2024
"ANUP ENTERPRISES,SNG",OCT,0,2024
ANVITA AUTO TECH WORKS PVT LTD,OCT,0,2024
APARNA INDUSTRIES,OCT,1,2024
A P I MOTORS PVT LTD,OCT,54,2024
APM AUTO SALES,OCT,42,2024
APOLLO CARMIX EQUIPMENTS PVT LTD,OCT,5,2024
APSARA ENTERPRISE,OCT,198,2024
APTEC EQUIPMENT PRIVATE LIMITED,OCT,2,2024
A R AGRO TECH,OCT,0,2024
ARCHIT ENTERPRISES,OCT,97,2024
ARD EXIM,OCT,2,2024
ARIHANT ENTERPRISES,OCT,0,2024
ARMIX CONSTRUCTION MACHINERY PVT LTD,OCT,0,2024
A.R. MOTOR,OCT,57,2024
ARNA ELECTRIC AUTO PVT LTD,OCT,2,2024
ARROW AUTOMOTIVE,OCT,294,2024
ARYAN INDUSTRIES,OCT,1,2024
ASAV AUTOMOTIVE PVT LTD,OCT,3,2024
ASHA IMPEX,OCT,24,2024
ASHA METAL INDUSTRIES,OCT,0,2024
ASHLESHA POWER CONTROLS PVT LTD,OCT,1,2024
ASHMA-MOTORS PVT LTD,OCT,119,2024
ASHNNI MOTORS PVT LTD,OCT,4,2024
"ASHOK FABRIC & ENGG,RAIRAKHOL",OCT,0,2024
ASHOK LEYLAND DEFENCE SYSTEMS LTD,OCT,0,2024
ASHOK LEYLAND LTD,OCT,15985,2024
ASHWA ELECTRIC,OCT,0,2024
ASIA BODY BUILDERS & MANUFACTURERS,OCT,0,2024
ASSAM FABRICATION WORKS,OCT,10,2024
ASSAM SAII MOTORS P LTD,OCT,0,2024
ASTON MARTIN LAGONDA LTD,OCT,0,2024
ATHER ENERGY LTD,OCT,16248,2024
ATTOLENT AUTO GROUP PVT LTD,OCT,43,2024
ATUL AUTO LTD,OCT,3212,2024
ATUL GREENTECH PRIVATE LIMITED,OCT,85,2024
ATUMOBILE PVT LTD,OCT,2,2024
ATUT SANGAM,OCT,199,2024
AUDI AG,OCT,25,2024
AUM ENGINEERING AND WORKS,OCT,0,2024
AUTO CART LOGISTIC EQUIPMENT PVT LTD,OCT,0,2024
AUTOECO GREEN ENERGY PVT LTD,OCT,60,2024
AUTOEXIM HOUSE LLP,OCT,12,2024
AUTOHAUS PRIVATE LIMITED,OCT,0,2024
AUTOLITE (INDIA) LIMITED,OCT,0,2024
AUTOMOBILI LAMBORGHINI S.P.A,OCT,11,2024
AUTOMOTIVE MANUFACTURERS PRIVATE LIMITED,OCT,0,2024
A.V.AUTOMOTIVES PVT LTD,OCT,69,2024
AVL ELECTRIC VEHICLES PVT LTD,OCT,308,2024
AVON CYCLES LTD,OCT,43,2024
AVTAR ENGINEERING WORKS,OCT,1,2024
AWACHAT INDUSTRIES LTD,OCT,241,2024
AYAAN ELECTRONIC PVT LTD,OCT,0,2024
B24 ROKET EV,OCT,80,2024
BABA E-VEHICLES,OCT,56,2024
BABA HARI DAS FABRICATION,OCT,0,2024
BABAJI ENGINEERING TRAILOR WORKS,OCT,1,2024
BABA PRODUCT,OCT,1,2024
BADSHAH ENTERPRISES,OCT,8,2024
BAGHWAN RIKSHAW UDYOG,OCT,3,2024
BAILI MOTOR (IMPORTER:A B MOTOSS EV PVT LTD),OCT,0,2024
BAJAJ AUTO LTD,OCT,279057,2024
BAJAJ IMPLEMENTS PVT. LTD,OCT,61,2024
BALAJEE ENGINEERING,OCT,0,2024
BALAJI AGRO INDUSTRIES,OCT,9,2024
BALAJI ENGINEERING,OCT,2,2024
BALAJI TRADING COMPANY,OCT,24,2024
BALAN ENGINEERING PVT LTD,OCT,0,2024
BAL GOPAL WHEELS PVT LTD,OCT,7,2024
BALI AUTO INDUSTRIES,OCT,18,2024
BALJEET ENGG. WORKS,OCT,0,2024
BANKU BODY BUILDER,OCT,0,2024
BANSAL AGRICULTURE IMPLEMENTS,OCT,0,2024
"BASUDEB ENGINEERING, CUTTACK",OCT,1,2024
BASUDEB ENGINEERING CUTTACK KHAPURIA MADHUPATNA,OCT,0,2024
BATTRE ELECTRIC MOBLITY PVT LTD,OCT,365,2024
"BAUTI ENGINEERING,NAYAGARH",OCT,0,2024
BAUTI ENGINEERING NAYAGARH ITAMATI,OCT,0,2024
BAXY LTD,OCT,716,2024
BEENA DEVI & SONS INDUSTRIES PVT LTD,OCT,0,2024
BEML LIMITED,OCT,2,2024
BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,OCT,24,2024
BENTINCK INDUSTRIES PVT. LTD.,OCT,19,2024
BENTLEY MOTORS LIMITED,OCT,1,2024
BEST WAY AGENCIES PVT LTD,OCT,536,2024
BESTWAY BANARASH,OCT,0,2024
BGAUSS AUTO PRIVATE LIMITED,OCT,2023,2024
BHADAURIA ENTERPRISES,OCT,1,2024
BHAGAT AGRO INDUSTRIES,OCT,0,2024
BHAGWAN AGRO INDUSTRIES,OCT,6,2024
BHAGYALAXMI TRAILER,OCT,0,2024
BHARATH AGRO PRODUCTS,OCT,0,2024
BHARATH ENGINEERING WORKS,OCT,2,2024
BHAVE ELECTRIC VEHICLES PVT LTD,OCT,238,2024
BHM INDUSTRIES,OCT,251,2024
BHOGAL COMBINE SPARE PARTS,OCT,5,2024
BHOYAR AGRO IND WARDHA,OCT,5,2024
BIDISHA ENTERPRISES PVT LTD,OCT,0,2024
BIG BULL TRADER PVT LTD,OCT,357,2024
BIJNOR ENTERPRISES,OCT,1,2024
BISWAS ENGINEERING WORKS,OCT,0,2024
BLIX CYCLES AND E-VEHICLES PVT LTD,OCT,2,2024
BLUE ENERGY COMMERCIAL VEHICLES PVT. LTD.,OCT,27,2024
BMW INDIA PVT LTD,OCT,2420,2024
BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,OCT,214,2024
BOSS ENTERPRISES,OCT,13,2024
BOUNCE ELECTRIC 1 PVT LTD,OCT,1006,2024
BRB MEXICO S.A DE C.V,OCT,0,2024
BRIGHT AUTOZONE PVT LTD,OCT,227,2024
BRIGHT METAL WORKS,OCT,0,2024
BRIGHT SAFAR,OCT,14,2024
BSA MOTORS,OCT,0,2024
BSERAIL ENGINEERING PVT LTD,OCT,7,2024
BSMS AGRICULTURE WORKSHOP,OCT,1,2024
BU4 AUTO PVT LTD,OCT,0,2024
BUCHER MUNICIPAL (IMPORTER: PAMTEC ENVIRO),OCT,0,2024
BULL MACHINES PVT LTD,OCT,144,2024
BYD AUTO,OCT,0,2024
BYD INDIA PRIVATE LIMITED,OCT,399,2024
CAPCO INDUSTRIES PVT LTD,OCT,0,2024
CAPITAL AUTO INDUSTRIES,OCT,176,2024
CAPTAIN TRACTORS PVT. LTD.,OCT,145,2024
CARGOTEC INDIA PVT LTD,OCT,0,2024
CARREE YUNUS VEHICLE PVT LTD,OCT,13,2024
CART INDIA,OCT,13,2024
CASE EQUIPMENT PRIVATE LTD,OCT,0,2024
CASE NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT LTD,OCT,173,2024
CATERPILLAR INDIA PRIVATE LIMITED,OCT,194,2024
CAUSIS E-MOBILITY PVT LTD,OCT,0,2024
CEEON INDIA,OCT,33,2024
CELLETRON MOTOR WORKS,OCT,19,2024
CG & BROTHER CO,OCT,0,2024
CHAANY AGRO INDUSTRIES,OCT,0,2024
CHAMPION POLY PLAST,OCT,1005,2024
CHANDAKE-AUTOMOBILES LLP,OCT,22,2024
CHANDANA CORPORATION,OCT,9,2024
CHANNY AGRO INDUSTRIES,OCT,2,2024
CHAUHAN AUTO INDUSTRIES,OCT,47,2024
CHEHAK BATTERIES,OCT,41,2024
CHETAK TECHNOLOGY LIMITED,OCT,0,2024
CHEVROLET SALES INDIA PVT LTD,OCT,0,2024
CHINA HAOCHEN (IMPORTER: ADMS MARKETING),OCT,48,2024
CHINA HAOCHEN (IMPORTER:SLSR ELECTRO),OCT,5,2024
CHONGQING CHARMING (IMPORTER: AYAAN ELECTRONICS).,OCT,0,2024
CITADEL ENTERPRISES(OPC) PVT LTD,OCT,0,2024
CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,OCT,26,2024
CIVIMEC ENGINEERING PVT LTD,OCT,0,2024
CLAAS INDIA P LTD,OCT,9,2024
CLASSIC (INDIA) MOTORS,OCT,0,2024
CLASSIC LEGENDS PVT LTD,OCT,4326,2024
CLENERGY INNOVATIONS PVT LTD,OCT,0,2024
C M OVERSEAS,OCT,2,2024
CNH INDUSTRIAL (INDIA) PVT LTD,OCT,2605,2024
COMETTO TRAILER,OCT,3,2024
CONMAT HEAVY INDUSTRIES PVT LTD,OCT,18,2024
CONTINENTAL ENGINES PVT LTD,OCT,37,2024
CONVENIENT MACHINES PVT LTD,OCT,0,2024
COVAI GREEN RIDE,OCT,0,2024
CRANE KRAFT INDIA PRIVATE LIMITED,OCT,15,2024
CREATIVE ENGINEERINGS,OCT,0,2024
CUBE AUTO INDUSTRIES,OCT,0,2024
CUBE AUTO INDUSTRIES BNGLORE,OCT,0,2024
CYRUS AUTO INDUSTRIES PVT LTD,OCT,2,2024
DABASIYA LOADERS,OCT,0,2024
DAIMLER AG,OCT,0,2024
DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,OCT,1924,2024
DAKSH INDUSTRIES,OCT,625,2024
DALIAN FORKLIFT CO.,OCT,1,2024
DAO EVTECH PRIVATE LIMITED,OCT,0,2024
DASHMESH MECH WORKS PVT LTD,OCT,0,2024
DASHMESH TRADERS,OCT,19,2024
DASMESH AGRICULTURAL INDUSTRIES PVT LTD,OCT,0,2024
DASMESH AGRICULTURE WORKS,OCT,3,2024
DASMESH AGRO INDUSTRIES,OCT,0,2024
DASMESH MECHANICAL WORKS PVT.LTD,OCT,65,2024
DAVE EXIM PVT LTD,OCT,23,2024
DEBU AUTOMOBILES,OCT,0,2024
DEEP DRAWN TECHNOLOGIES,OCT,3,2024
DEEPTI ENGG & IRON &STEEL IND MKG BALIMELA ROAD,OCT,2,2024
"DEEPTI ENGINEERING AND IRON AND STEEL INDUSTRY, MALKANGIRI",OCT,0,2024
DE EUSI MOTORS PVT LTD.,OCT,155,2024
DELTA AUTOCORP LTD,OCT,110,2024
DELTEK ENTERPRISES PVT LTD,OCT,0,2024
DEMAG DEMAG HC 340,OCT,0,2024
DEV AGRO INDUSTRIES,OCT,0,2024
DEVAM ELECTRIC VEHICLES PVT LTD,OCT,11,2024
DEVANGI ENG..,OCT,13,2024
DEVCHHAYA MOTORS,OCT,0,2024
DEV ENGINEERING WORKS,OCT,13,2024
DEV ENGINEERING WORKS BOLANGIR MADHIAPALI,OCT,1,2024
DEVI ENGINEERING WORKS,OCT,0,2024
DEV MOTORS,OCT,189,2024
DEWAN AGRICULTURE WORKS,OCT,1,2024
DHANALAKSHMI ENGINEERING WORKS,OCT,0,2024
DHANALAXMI ENGINEERING PURI CHARINALA,OCT,1,2024
DHANAVENKAT ENGG.WORKS,OCT,1,2024
DHANAVENKAT ENGINEERING WORKS BARGARH CANAL ROAD,OCT,4,2024
DHANLAXMI FABRICATORS,OCT,1,2024
DHANNLAXMI AUTOWORKS,OCT,0,2024
DHAR IN PVT LTD,OCT,18,2024
DHAR INTERNATIONAL,OCT,4,2024
DHARMPAL ENTERPRISES,OCT,1,2024
DHIMAN AGRICULTURE,OCT,2,2024
DHIMAN AGRICULTURE WORKS,OCT,0,2024
DHIMAN AGRO INDUSTRIES,OCT,0,2024
DHIMAN BROTHERS,OCT,0,2024
DHRITI ENTERPRISES,OCT,3,2024
"DIAMOND ENGG,CTC",OCT,3,2024
DIAMOND ENGINEERING CUTTACK BHANPUR,OCT,0,2024
DIAMOND E VEHICLES,OCT,37,2024
DILIGENT MOBILITY SERVICE PVT LTD,OCT,0,2024
DILLI ELECTRIC AUTO PVT LTD,OCT,2388,2024
DIVANSU AUTOMOBILES LTD,OCT,20,2024
DIVYA ENTERPRISES,OCT,87,2024
D K DIESELS PVT LTD,OCT,0,2024
D.K. MOTORS,OCT,0,2024
DODGE MOTORS,OCT,0,2024
DONGMA VEHICLE (IMPORTER: MERCURY METALS),OCT,10,2024
DOOSAN BOBCAT INDIA PVT LTD,OCT,41,2024
DSF INDUSTRIES PVT LTD,OCT,3,2024
D S INDUSTRIES,OCT,0,2024
DSR EV MOBILITY PVT LTD,OCT,4,2024
DUCATI INDIA PVT LTD,OCT,34,2024
DUCATI MOTOR HOLDING S.P.A,OCT,0,2024
DUKE AUTO INDIA,OCT,81,2024
DULEVO INDIA PVT LTD,OCT,1,2024
"DURGA AGRO ENGG,BALASORE",OCT,0,2024
DURGA AGRO WORKS,OCT,0,2024
DURGA AND DURGA ENG WORKS GANJAM HALADIAPADAR,OCT,1,2024
"DURGA&DURGA ENGG WORKS,BHMPUR",OCT,1,2024
"DURGA & DURGA ENG WORKS, HALADIAPADAR, GANJAM",OCT,0,2024
DURGA ENGINEERING BHADRAK CHARAMPA,OCT,0,2024
DURGA ENGINEERING WORKS,OCT,1,2024
DURGA FILTERS PVT LTD,OCT,4,2024
"DWARI ENGG WORKS,SAMBALPUR",OCT,0,2024
DYNAPAC ROAD CONSTRUCTION EQUIPMENT INDIA PVT LTD,OCT,7,2024
DYNAVOLT TECHNOLOGY INDIA LTD,OCT,0,2024
DYS IMPEX PRIVATE LIMITED,OCT,51,2024
E-ASHWA AUTOMOTIVE (HS 2W) PVT LTD,OCT,0,2024
E-ASHWA AUTOMOTIVE PVT LTD,OCT,9,2024
EBUZZ MOBILITY LLP,OCT,2,2024
ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),OCT,1,2024
ECO DYNAAMIC EQUIPMENTS,OCT,4,2024
ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,OCT,34,2024
ECO FUEL SYSTEMS (I) PVT LTD,OCT,14,2024
ECO SMART VEHICLES PVT LTD,OCT,94,2024
EDMRC MANNSCHAFT LLP,OCT,3,2024
EEVEE ENGINEERING PVT LTD,OCT,0,2024
EFEV CHARGING SOLUTION PVT LTD,OCT,64,2024
E-GURU AUTO ENERGY,OCT,11,2024
EICHER MOTORS LTD,OCT,2,2024
EICHER TRACTORS,OCT,3696,2024
EIMCO ELECON,OCT,0,2024
ELECTRA INTERNATIONAL,OCT,0,2024
ELECTRECA VEHICLES,OCT,0,2024
ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),OCT,0,2024
ELECTRODRIVE VEHICLES PVT LTD,OCT,4,2024
ELECTROTECH TRANSMISSION PVT LTD,OCT,0,2024
ELEGO MOTORS PVT LTD,OCT,4,2024
ELEPHANTA INDUSTRIES PVT LTD,OCT,2,2024
ELGIN SWEEPER CO USA,OCT,0,2024
ELITE AUTO ENGINEERS PVT LTD,OCT,129,2024
ELSA CONCRETING MACHINERY INDIA PVT LTD,OCT,1,2024
ELTHOR ENERGY PRIVATE LIMITED,OCT,9,2024
E-MOTION AUTOMOTIVE INDUSTRY LLP,OCT,39,2024
ENABLING E-VEHICLE PVT LTD,OCT,15,2024
ENERGY ELECTRIC VEHICLES,OCT,1187,2024
ENGINIA VEHICLES PVT LTD,OCT,65,2024
ENGTIAN ELECTRIC BIKE PVT LTD,OCT,61,2024
ENIGMA AUTOMOBILES PVT LTD,OCT,0,2024
ENTICE IMPEX PVT LTD,OCT,119,2024
EPOWER VEHICLES PVT LTD,OCT,1,2024
ERISHA E MOBILITY PVT LTD,OCT,1,2024
E ROYCE MOTORS INDIA PVT LTD,OCT,0,2024
ESCORTS CONSTRUCTION EQUIPMENT LTD,OCT,5,2024
ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),OCT,6051,2024
ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT),OCT,447,2024
ESCORTS R&D CENTRE,OCT,0,2024
ESCORTS TRACTORS LTD,OCT,2,2024
E-SPRINTO GREEN ENERGY PVT LTD,OCT,305,2024
ESSAR ENGINEERING,OCT,2,2024
ESSAR ENGINEERING MAYURBHANJ BARIPADA,OCT,0,2024
ESSEL ENERGY INFRA PVT LTD,OCT,1,2024
ETRIO AUTOMOBILES PVT LTD,OCT,0,2024
EULER MOTORS PVT LTD,OCT,421,2024
EVAGE AUTOMOTIVE PVT LTD,OCT,0,2024
EVBHARAT RANGE PRIVATE LIMITED,OCT,4,2024
EVCO AUTOMOBILES PVT LTD,OCT,112,2024
EVEX AUTO INDIA PVT LTD,OCT,5,2024
EVGREEN PVT LTD,OCT,0,2024
EVOLUTION AUTOTECH,OCT,0,2024
EVTRIC MOTORS PVT LTD,OCT,3,2024
EXERVAL PVT LTD,OCT,0,2024
EXIDE INDUSTRIES LTD,OCT,176,2024
EXTRA FAST SOLUTIONS,OCT,49,2024
EXTREME MOTORS,OCT,6,2024
EYUG AUTOMOBILE PVT LTD,OCT,7,2024
FARMTECH AGRO INDUSTRIES,OCT,0,2024
FCA INDIA AUTOMOBILES PRIVATE LIMITED,OCT,496,2024
FEDE INDUSTRIES PVT LTD,OCT,131,2024
FERRARI INDIA PRIVATE LIMITED,OCT,0,2024
FERRARI SPA,OCT,0,2024
FERRARI SPA (IMPORTER:NAVNIT MOTORS PVT LTD),OCT,1,2024
FERRARI SPA (IMPORTER:SELECT CARS P LTD),OCT,0,2024
FIADO INDUSTRIES PVT LTD,OCT,1,2024
FIELDTRACK EARTHMOVERS PVT LTD,OCT,14,2024
FINE EQUIPMENTS INDIA PVT LTD,OCT,1,2024
FIORI CONCRETE MACHINES INDIA PVT LTD,OCT,2,2024
FIRST CHOICE ELECTRIC VEHICLES PVT LTD,OCT,30,2024
FITWEL MOBILITY PVT LTD,OCT,1,2024
FIVE ELEMENTS,OCT,7,2024
FORCE MOTORS LIMITED,OCT,2173,2024
FORD INDIA PVT LTD,OCT,0,2024
FORTUNE GLOBAL INDUSTRIES & SERVICES,OCT,0,2024
FRN MOTORS PVT LTD,OCT,6,2024
FSTMOTO (IMPORTER: AUTOICARE INNOVATION),OCT,0,2024
FSTMOTO INTERNATIONAL (IMPORTER: TEDI (INDIA)),OCT,0,2024
FUJIYAMA POWER INFRA PVT. LTD.,OCT,0,2024
GAGAN AUTOMOTIVES,OCT,69,2024
GAHIR AGRICULTURAL INDUSTRIES,OCT,2,2024
GAHIR AGRO INDUSTRIES LIMITED,OCT,4,2024
GALAXY ELECTRIC VEHICLES,OCT,0,2024
GALVANIC AUTO PVT LTD,OCT,0,2024
GAMZEN PLAST PVT LTD,OCT,2,2024
GANESH AGRO INDUSTRIES,OCT,11,2024
GARIMA INDUSTRIES,OCT,0,2024
GATTWALD GERMANY,OCT,0,2024
GAURA ELECTRIC VEHICLES PVT LTD,OCT,40,2024
GAUTAM AGRO INDUSTRIES,OCT,0,2024
GAYATRI AGRO INDUSTRIES,OCT,2,2024
GAYATRI ELECTRIC VEHICLES PVT LTD,OCT,179,2024
GENERAL MOTORS INDIA PVT LTD,OCT,0,2024
G & G AUTOMOTIVE,OCT,68,2024
GIAN AGRO INDUSTRIES,OCT,2,2024
GILL AGRICULTURE WORKS,OCT,1,2024
GILL AGROTECH,OCT,0,2024
GILL MECHANICAL WORKS,OCT,1,2024
GILLPREETAGRO INDUSTRIES,OCT,3,2024
G.K E-VEHICLS INDUSTRIES PVT LTD,OCT,171,2024
GKON ELECTRIC MOTOR VEHICLES PVT LTD,OCT,21,2024
G.K. RICKSHAW PVT LTD,OCT,292,2024
GLAZE EV LLP,OCT,1,2024
G. M. VEHICLE INDUSTRIES,OCT,0,2024
GOBIND AGRO INDUSTRIES,OCT,5,2024
GOBIND INDUSTRIES PVT LTD,OCT,2,2024
GOBIND MOTOR GARAGE,OCT,0,2024
GODAWARI ELECTRIC MOTORS PVT LTD,OCT,204,2024
GODAWARI TECHNO SOLUTIONS PVT LTD,OCT,5,2024
GODREJ AND BOYCE MFG CO LTD,OCT,1,2024
GODREJ & BOYCE MFG. CO. LTD,OCT,27,2024
GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,OCT,3,2024
GOGORO INDIA PVT LTD,OCT,0,2024
GOLDEN ELECTRIC VEHICLES,OCT,2,2024
GOLDENLION (IMPORTER:ELLYSIUM AUTOMOTIVES PVT LTD),OCT,0,2024
GOLD HOFER,OCT,0,2024
GOLDHOFER INDIA LLP,OCT,0,2024
GOPAL AGRO AGENCY GANJAM HALADIAPADAR,OCT,0,2024
"GOPAL AGRO AGENCY,HALADIAPADAR,BERHAMPUR,GANJAM",OCT,0,2024
GOPAL AUTO MOTORS PVT LTD,OCT,151,2024
GOPAL ENGG. WORKS,OCT,0,2024
"GOPAL ENGINEERING, BALASORE",OCT,0,2024
GOREEN E-MOBILITY PVT LTD,OCT,194,2024
GOVIND MOTOR GARRAGE,OCT,0,2024
GOYAL AGRO INDUSTRIES,OCT,1,2024
GRAM TARANG EMPLOYABILITY TRAINNING SERVICES P LTD,OCT,0,2024
GRD MOTORS,OCT,311,2024
GREAVES ELECTRIC MOBILITY PVT LTD,OCT,3990,2024
GREENETICS INDUSTRIES PVT LTD,OCT,1,2024
GREEN EVOLVE PVT LTD,OCT,0,2024
GREENFIT INDUSTRIES LLP,OCT,29,2024
GREEN IMPEX,OCT,73,2024
GREEN SHUTTLE TECHNOLOGY PVT LTD,OCT,0,2024
GREEN STAR MOTORS,OCT,15,2024
GREEN TACK EMPALA ELECTRIC MOTOR COMPANY,OCT,0,2024
GREENTECH AUTO LLP,OCT,2,2024
GREEN TECHNOLOGIES,OCT,73,2024
GREEN VALLEY MOTORS,OCT,1,2024
GREEN WAY ECO RIDE,OCT,0,2024
GREENWHEELS AUTOMOBILE PVT LTD,OCT,108,2024
GRINDIA G MOTORS PVT LTD,OCT,1,2024
GROMAX AGRI EQUIPMENT LTD,OCT,287,2024
GROVE INDIA PVT LTD,OCT,0,2024
GTP ELECTRIC VEHICLES PVT LTD,OCT,0,2024
G.T TRADER,OCT,8,2024
GUANGDONG TAYO (IMPORTER: ADISHWAR AUTO),OCT,16,2024
GUANGXI MEIBAO(IMPORTER: DYNAMO ELECTRIC),OCT,1,2024
GUJARAT NARMADA AUTO LTD,OCT,0,2024
GURDEEP AGRO  INDUSTRIES,OCT,0,2024
GURDEEP ENGINEERING WORKS,OCT,2,2024
GURJEET COMBINE,OCT,0,2024
GURM AGRICULTURE WORKS,OCT,0,2024
GURMUKH AGRO INDUSTRIES,OCT,1,2024
GURUKIRPA INDUSTRIES,OCT,0,2024
GURUKRAPA ENGINEERING WORKS,OCT,2,2024
GURU NANAK AGRI ENGG WORKS,OCT,35,2024
GURU NANAK AGRI WORKS,OCT,4,2024
GURU NANAK AGRO INDUSTRIES,OCT,0,2024
HAITEK AUTOMOTIVE PVT LTD,OCT,8,2024
HAMM AG,OCT,1,2024
HANUMAN AGRO INDUSTRIES,OCT,1,2024
HANUMAN UDYOG,OCT,15,2024
HARDEV AGRO TECH,OCT,0,2024
HARJEET AGRO INDUSTRIES,OCT,4,2024
HARLEY DAVIDSON (IMPORTER: HERO MOTOCORP),OCT,33,2024
HARMEET AGRICULTURE WORKS,OCT,14,2024
HARNISHA AUTO PVT LTD,OCT,0,2024
HARSH TRADING CO,OCT,3,2024
HARSHVIE INDUSTRIES PVT LTD,OCT,1,2024
